"var","mean","sd","cv","min","max","sign_changes"
"Yh_L7",-0.0707262301001925,0.165135122898009,2.33484978153189,-0.55927915014337,0.171978329662542,5
"Yh_L6",-0.0597016182724961,0.103978921538209,1.74164326775228,-0.332469837235016,0.492066024829433,7
"intercept",0.308458723023562,0.0356198760463846,0.115476961381519,0.235690144758917,0.378018832203934,0
"F2_L7",-0.00109902697713557,0.019767872202696,17.9867033420941,-0.0418487197087824,0.0413048856867084,163
"F2_L6",0.000548142591749133,0.0159581687660599,29.1131705623114,-0.0266089756839243,0.0267937503855502,166
"F4_L6",0.000483070959974254,0.0101489424285676,21.0092165944078,-0.0231739870180904,0.0240118923584058,161
"F4_L7",0.000150905362677614,0.00858677106307688,56.9016959418546,-0.0218288231385101,0.0405334558899655,159
"F3_L6",-0.000860703332925729,0.0084083245933247,9.76913214073758,-0.0167257356523624,0.0158027090857389,162
"F1_L7",-0.000674391866363023,0.00801811252591977,11.8893968415741,-0.0166237504450628,0.0163251114050144,165
"F3_L7",-0.000374771708991267,0.00783924842070898,20.9173964646613,-0.0228709166347733,0.0218985527301217,165
"F1_L6",2.43844422847739e-05,0.00330530206082245,135.549627185295,-0.00994937248609531,0.00982408531500479,164
