"var","mean","sd","cv","min","max","sign_changes"
"Yh_L3",-0.213469986700823,0.123273731875053,0.577475708788143,-0.454336862565298,0.0536663232126101,4
"Yh_L4",-0.164284365887704,0.102846007109891,0.626024311894599,-0.410451005185677,0.0425824572946642,3
"intercept",0.394063789633889,0.0588513131448553,0.149344635800037,0.299593478554426,0.552245802434123,0
"F2_L3",-0.000904582755500278,0.0304132294345319,33.6212792578739,-0.0407026658394605,0.0433358726989288,155
"F2_L4",-2.85408760564449e-05,0.0239575771622523,839.412816721942,-0.0368056611915702,0.0426305841553629,155
"F3_L4",-0.000535483330501891,0.0164650968518981,30.748103468442,-0.0294483851747506,0.0316932853866852,156
"F1_L3",-0.000423262782267933,0.0134216379239676,31.7099411671671,-0.023694506567164,0.0234154706494685,159
"F3_L3",4.23379969995817e-05,0.0081752737076168,193.095429330244,-0.021514758245743,0.021777306687707,154
"F1_L4",0.000296532656507584,0.00733220651951372,24.7264723078694,-0.015727528216681,0.0265494334469126,157
"F4_L3",0.000170938860332422,0.00716908172559367,41.939449646804,-0.0247724852360397,0.0245597582150847,153
"F4_L4",-0.00039819109288545,0.00683679131800464,17.1696239322245,-0.0153851118370073,0.0146869330573418,157
