"var","mean","sd","cv","min","max","sign_changes"
"Yh_L3",0.0608695533533277,0.153118790785393,2.51552348177404,-0.0483640264990773,0.740313047067424,4
"Yh_L4",0.338041579866299,0.121836680839974,0.360419214962144,-0.250258235756747,0.443380533071855,2
"intercept",0.448033415316891,0.116162765393514,0.259272548480235,0.287635856864421,0.988979479594329,0
