"h","mean","sd","min","max","ratio_mean_vs_h1"
1,0.217767423303077,0.262260494039839,-0.795167851901812,1.24827848358358,1
3,0.654314046013263,0.624825223274458,-1.33891393871721,2.50033304445916,3.00464613158702
6,1.31312266349686,1.06889160093597,-1.16508639326094,4.90283092808905,6.0299315828765
12,2.59669398550949,1.92206323551577,-0.230195725380877,8.59883306345894,11.9241617783003
