"var","mean","sd","cv","min","max","sign_changes"
"Yh_L1",0.54184576860586,0.0878147491713224,0.162065949868475,0.372088426172272,0.891725926857007,0
"Yh_L2",0.0118740902395723,0.0804644604792702,6.77647372184433,-0.299723312146501,0.349411493389254,3
"intercept",0.108529988218772,0.0178756037881061,0.164706585539039,0.0136885789126689,0.150766950197708,0
